chosen_k,dominant_cluster,dominant_cluster_n_cycles,cycle_id,start_time,end_time,duration_minutes,max_power,mean_power,energy_kwh,time_of_peak_norm,cluster,distance_to_last_incomplete_day,last_day_duration_minutes,last_day_max_power,last_day_mean_power,last_day_energy_kwh,last_day_time_of_peak_norm
3,0,7,0,2026-03-28 14:19:00.938,2026-03-28 17:22:11.758,183.18033333333327,499.4,250.136170212766,0.8036386235,0.2989588154804199,0,0.4702347176921771,64.06745,484.9,271.13384615384615,0.291282464,0.49999830907374443
