chosen_k,dominant_cluster,dominant_cluster_n_cycles,cycle_id,start_time,end_time,duration_minutes,max_power,mean_power,energy_kwh,time_of_peak_norm,cluster,distance_to_last_incomplete_day,last_day_duration_minutes,last_day_max_power,last_day_mean_power,last_day_energy_kwh,last_day_time_of_peak_norm,distance_to_cluster_center,selection_score
4,2,39,91,2018-05-26 13:51:38.352328,2018-05-26 14:23:39.804957,32.024210483333334,759.716247558594,164.04813976270438,0.0874690336048321,0.9589802725014258,2,10.431683277530752,480.20160165,2181.11108398438,520.0492440979214,0.946339908390924,0.934606696801022,0.20655798638104556,10.503978572764117
